Season,Team,Position,Player,Injury Type,Cap Hit,Chip,Games Missed,Games Missed
2019/20,Montreal,F,"Gallagher, Brendan",Concussion,3.75,182.9268293,4,4
2019/20,Montreal,F,"Kotkaniemi, Jesperi",Concussion,3.425,334.1463415,8,8
2019/20,Montreal,D,"Ouellet, Xavier",Concussion,0.7,25.6097561,3,3
2019/20,Ottawa,F,"Sabourin, Scott",Concussion,0.7,213.4146341,25,25
2019/20,Ottawa,G,"Nilsson, Anders",Concussion,2.6,1141.463415,36,36
2019/20,Philadelphia,F,"Konecny, Travis",Concussion,5.5,201.2195122,3,3
2019/20,Philadelphia,F,"Pitlick, Tyler",Concussion,1,24.3902439,2,2
2019/20,Pittsburgh,F,"Kahun, Dominik",Concussion,3.775,368.2926829,8,8
2019/20,Toronto,F,"Moore, Trevor",Concussion,0.775,141.7682927,15,15
2019/20,Vancouver,F,"Ferland, Micheal",Concussion,3.5,725.6097561,17,17
2019/20,Vancouver,D,"Fantenberg, Oscar",Concussion,0.85,51.82926829,5,5
2019/20,Vancouver,G,"Demko, Thatcher",Concussion,1.05,76.82926829,6,6
2019/20,Winnipeg,F,"Little, Bryan",Concussion,5.291666,580.7926098,9,9
2019/20,Winnipeg,F,"Perreault, Mathieu",Concussion,4.125,301.8292683,6,6
2019/20 (playoffs+),Chicago,F,"Shaw, Andrew",Concussion,3.9,428.0487805,9,9
2019/20 (playoffs+),Washington,F,"Backstrom, Nicklas",Concussion,6.7,245.1219512,3,3
2020/21,Anaheim,F,"Milano, Sonny",Concussion,1.7,704.8780488,34,34
2020/21,Carolina,F,"Teravainen, Teuvo",Concussion,5.4,460.9756098,7,7
2020/21,Carolina,F,"Teravainen, Teuvo",Concussion,5.4,1646.341463,25,25
2020/21,Carolina,D,"Skjei, Brady",Concussion,5.25,256.097561,4,4
2020/21,Chicago,F,"Carpenter, Ryan",Concussion,1,97.56097561,8,8
2020/21,Chicago,F,"Connolly, Brett",Concussion,3.5,85.36585366,2,2
2020/21,Chicago,F,"Shaw, Andrew",Concussion,3.9,1997.560976,42,42
2020/21,Chicago,F,"Strome, Dylan",Concussion,3,402.4390244,11,11
2020/21,Chicago,D,"Boqvist, Adam",Concussion,1.744167,63.81098781,3,3
2020/21,Chicago,D,"Keith, Duncan",Concussion,5.538462,135.084439,2,2
2020/21,Montreal,F,"Armia, Joel",Concussion,2.6,221.9512195,7,7
2020/21,Montreal,F,"Danault, Phillip",Concussion,3.083333,112.8048659,3,3
2020/21,Montreal,G,"Price, Carey",Concussion,10.5,1664.634146,13,13
2020/21,San Jose,F,"Gambrell, Dylan",Concussion,0.7,8.536585366,1,1
2020/21,San Jose,F,"Leonard, John",Concussion,1.1375,27.74390244,2,2
2020/21,St. Louis,F,"Bozak, Tyler",Concussion,5,1280.487805,21,21
2020/21,Vancouver,F,"Ferland, Micheal",Concussion,3.5,2390.243902,56,56
2020/21,Vancouver,F,"Motte, Tyler",Concussion,1.225,44.81707317,3,3
2020/21,Winnipeg,F,"Wheeler, Blake",Concussion,8.25,603.6585366,6,6
2020/21 (playoffs),Montreal,F,"Evans, Jake",Concussion,0.75,82.31707317,9,9
2020/21 (playoffs),Toronto,F,"Tavares, John",Concussion,11,804.8780488,6,6
2021/22,Boston,F,"Foligno, Nick",Concussion,3.8,185.3658537,4,4
2021/22,Boston,F,"Frederic, Trent",Concussion,1.05,89.63414634,7,7
2021/22,Carolina,G,"Raanta, Antti",Concussion,2,73.17073171,3,3
2021/22,Chicago,F,"Hardman, Mike",Concussion,0.925,22.56097561,2,2
2021/22,Chicago,F,"Johnson, Tyler",Concussion,5,365.8536585,6,6
2021/22,Chicago,F,"Khaira, Jujhar",Concussion,0.975,59.45121951,5,5
2021/22,Chicago,F,"Toews, Jonathan",Concussion,10.5,1408.536585,11,11
2021/22,Chicago,D,"Murphy, Connor",Concussion,3.85,140.8536585,3,3
2021/22,Chicago,D,"Murphy, Connor",Concussion,3.85,1032.926829,22,22
2021/22,Colorado,F,"MacKinnon, Nathan",Concussion,6.3,307.3170732,4,4
2021/22,Colorado,D,"Byram, Bowen",Concussion,3.394167,248.3536829,6,6
2021/22,Dallas,F,"Kero, Tanner",Concussion,0.75,36.58536585,4,4
2021/22,Edmonton,F,"Kassian, Zack",Concussion,3.2,39.02439024,1,1
2021/22,Edmonton,F,"Ryan, Derek",Concussion,1.25,30.48780488,2,2
2021/22,Edmonton,D,"Keith, Duncan",Concussion,5.538462,607.8799756,9,9
2021/22,Montreal,F,"Dvorak, Christian",Concussion,4.45,1031.097561,19,19
2021/22,Montreal,D,"Niku, Sami",Concussion,0.75,18.29268293,2,2
2021/22,Montreal,G,"Allen, Jake",Concussion,2.875,140.2439024,4,4
2021/22,Philadelphia,F,"Laughton, Scott",Concussion,3,439.0243902,12,12
2021/22,St. Louis,F,"Buchnevich, Pavel",Concussion,5.8,212.195122,3,3
2021/22,Toronto,F,"Kase, Ondrej",Concussion,1.25,304.8780488,20,20
2021/22,Toronto,D,"Muzzin, Jake",Concussion,5.625,480.1829268,7,7
2021/22,Toronto,D,"Muzzin, Jake",Concussion,5.625,1371.95122,20,20
2021/22,Vegas,F,"Carrier, William",Concussion,1.4,34.14634146,2,2
2021/22,Winnipeg,F,"Copp, Andrew",Concussion,3.64,266.3414634,6,6
2021/22,Winnipeg,F,"Harkins, Jansen",Concussion,0.725,35.36585366,4,4
2021/22,Winnipeg,D,"Pionk, Neal",Concussion,5.875,214.9390244,3,3
2021/22 (playoffs),Pittsburgh,F,"Crosby, Sidney",Concussion,8.7,106.097561,1,1
2022/23,Arizona,F,"Voracek, Jakub",Concussion,8.25,402.4390244,4,4
2022/23,Carolina,F,"Kase, Ondrej",Concussion,1.5,1134.146341,62,62
2022/23,Chicago,F,"Johnson, Reese",Concussion,0.8,87.80487805,9,9
2022/23,Chicago,G,"Stalock, Alex",Concussion,0.75,182.9268293,20,20
2022/23,Colorado,D,"MacDermid, Kurtis",Concussion,0.9875,48.17073171,4,4
2022/23,Colorado,D,"Makar, Cale",Concussion,9,548.7804878,5,5
2022/23,Columbus,F,"Voracek, Jakub",Concussion,8.25,5030.487805,50,50
2022/23,Florida,F,"Hornqvist, Patric",Concussion,5.3,2585.365854,40,40
2022/23,Florida,F,"Tierney, Chris",Concussion,0.75,73.17073171,8,8
2022/23,Florida,D,"Gudas, Radko",Concussion,2.5,304.8780488,10,10
2022/23,Ottawa,D,"Chabot, Thomas",Concussion,8,487.804878,5,5
2022/23,Philadelphia,G,"Hart, Carter",Concussion,3.979,145.5731707,3,3
2022/23,San Jose,D,"simek, Radim",Concussion,2.25,82.31707317,3,3
2022/23,San Jose,G,"Kahkonen, Kaapo",Concussion,2.75,33.53658537,1,1
2022/23,Vancouver,F,"Lockwood, William",Concussion,0.75,82.31707317,9,9
2022/23,Vancouver,D,"Dermott, Travis",Concussion,1.5,621.9512195,34,34
2022/23,Winnipeg,D,"Schmidt, Nate",Concussion,5.95,653.0487805,9,9
