season,name,team,position,games_played,corsi_percentage,fenwick_percentage,goals,points,penalty_minutes,hits,takeaways,giveaways,games_missed,points_per_game
2014,Alec Martinez,L.A,D,56,0.53,0.53,6,22,10,95,11,38,18,0.39
2014,Travis Hamonic,NYI,D,71,0.5,0.51,5,33,65,213,27,56,0,0.46
2014,Jordan Staal,CAR,C,47,0.62,0.59,7,25,16,85,39,24,0,0.53
2014,Micheal Ferland,CGY,L,26,0.47,0.5,2,5,16,67,19,11,0,0.19
2014,Peter Holland,TOR,C,62,0.42,0.41,11,25,31,99,67,21,0,0.4
2014,Scott Laughton,PHI,C,31,0.45,0.44,2,6,17,58,11,12,0,0.19
2014,Leo Komarov,TOR,C,62,0.41,0.41,8,26,18,250,51,18,14,0.42
2014,Vladimir Tarasenko,STL,R,77,0.61,0.61,37,73,31,32,35,19,0,0.95
2014,Trevor Lewis,L.A,C,73,0.51,0.51,9,25,14,192,16,7,0,0.34
2014,John Moore,ARI,D,57,0.53,0.51,2,11,30,77,7,23,0,0.19
2014,Sami Vatanen,ANA,D,67,0.55,0.56,12,37,36,75,27,48,0,0.55
2014,Marcus Johansson,WSH,L,82,0.61,0.61,20,47,10,69,29,30,0,0.57
2014,Patric Hornqvist,PIT,R,64,0.62,0.62,25,51,38,87,31,9,0,0.8
2014,Mark Borowiecki,OTT,D,63,0.41,0.4,1,11,107,233,9,21,0,0.17
2014,Ben Smith,S.J,R,80,0.42,0.43,7,14,2,72,22,16,0,0.18
2014,Mikhail Grabovski,NYI,C,51,0.58,0.59,9,19,8,11,26,31,23,0.37
2014,Phillip Danault,CHI,L,2,0.58,0.64,0,0,0,3,0,0,0,0.0
2014,Jake Muzzin,L.A,D,76,0.6,0.59,10,41,22,186,18,68,0,0.54
2014,Alexander Semin,CAR,R,57,0.59,0.58,6,19,32,30,48,34,0,0.33
2014,Matt Calvert,CBJ,L,56,0.46,0.45,13,23,28,92,26,19,15,0.41
2014,Marc Staal,NYR,D,80,0.44,0.44,5,20,42,99,43,43,0,0.25
2014,Connor Murphy,ARI,D,73,0.41,0.41,4,7,42,137,8,25,0,0.1
2014,Matt Hunwick,NYR,D,55,0.54,0.53,2,11,16,55,15,27,0,0.2
2014,Jonathan Toews,CHI,C,81,0.6,0.59,28,66,36,56,45,34,0,0.81
2014,Carl Gunnarsson,STL,D,61,0.48,0.5,2,12,2,42,11,13,10,0.2
2014,Lubomir Visnovsky,NYI,D,53,0.6,0.61,5,20,8,38,46,46,0,0.38
2014,Mathieu Perreault,WPG,C,62,0.64,0.63,18,41,38,78,43,21,0,0.66
2014,Roman Josi,NSH,D,81,0.5,0.51,15,55,26,53,25,45,0,0.68
2014,Keith Ballard,MIN,D,14,0.43,0.43,0,1,26,15,2,5,56,0.07
2014,Keith Ballard,MIN,D,14,0.43,0.43,0,1,26,15,2,5,10,0.07
2014,Raphael Diaz,CGY,D,56,0.5,0.52,2,4,10,24,12,17,0,0.07
2014,John-Michael Liles,CAR,D,57,0.58,0.58,2,22,14,71,19,38,0,0.39
2014,Rene Bourque,MTL,R,51,0.5,0.49,6,14,22,71,6,13,0,0.27
2014,Kyle Okposo,NYI,R,60,0.61,0.62,18,51,12,53,30,45,0,0.85
2014,Alexander Edler,VAN,D,74,0.52,0.54,8,31,54,94,24,72,0,0.42
2014,Clarke MacArthur,OTT,L,62,0.57,0.54,16,36,36,70,31,36,18,0.58
